title,year,release_date,total_gross_domestic,max_theaters,genre,budget_chart,detail_url,opening_weekend,opening_theaters,budget,mpaa_rating,runtime_min,distributor,title_norm,rt_slug,wayback_timestamp,rt_score_prerelease,rt_reviews_prerelease,rt_audience_prerelease,rt_score_final,rt_reviews_final,rt_audience_final,release_dt,release_month,release_dow,release_year,is_holiday_weekend,is_summer,is_awards_season,is_spring_break,is_sequel,distributor_group,mpaa_ordinal,genre_Action,genre_Adventure,genre_Animation,genre_Comedy,genre_Crime,genre_Drama,genre_Family,genre_Fantasy,genre_Horror,genre_Musical,genre_Romance,genre_Sci-Fi,genre_Thriller,primary_genre,budget_known,log_budget,rt_score_delta,log_rt_reviews_release,log_opening_weekend,log_total_gross,dist_A24,dist_Amazon,dist_Disney,dist_Lionsgate,dist_Netflix,dist_Other,dist_Paramount,dist_Sony,dist_Universal,dist_WB,month_1.0,month_2.0,month_3.0,month_4.0,month_5.0,month_6.0,month_7.0,month_8.0,month_9.0,month_10.0,month_11.0,month_12.0
Puss in Boots: The Last Wish,2023,2022-12-21,186090535.0,4121.0,Action Adventure Animation Comedy Family Fantasy,,https://www.boxofficemojo.com/release/rl3899622145/?ref_=bo_yld_table_21,12429515.0,4099.0,110000000.0,PG,102.0,Universal Pictures,puss in boots the last wish,puss_in_boots_the_last_wish,,,,,95.0,195.0,94.0,2022-12-21,12.0,2.0,2022.0,1,0,1,0,1,Universal,2,1,1,1,1,0,0,1,1,0,0,0,0,0,Action Adventure Animation Comedy Family Fantasy,1,18.5159909328476,,0.0,16.335584524675692,19.041743865939985,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
Teenage Mutant Ninja Turtles: Mutant Mayhem,2023,2023-08-02,118700272.0,3950.0,Action Adventure Animation Comedy Crime Family Fantasy Sci-Fi,,https://www.boxofficemojo.com/release/rl393904897/?ref_=bo_yld_table_22,28007544.0,3858.0,,PG,99.0,Paramount Pictures,teenage mutant ninja turtles mutant mayhem,teenage_mutant_ninja_turtles_mutant_mayhem,,,,,95.0,252.0,90.0,2023-08-02,8.0,2.0,2023.0,0,1,0,0,1,Paramount,2,1,1,1,1,1,0,1,1,0,0,0,1,0,Action Adventure Animation Comedy Crime Family Fantasy Sci-Fi,0,0.0,,0.0,17.147984496126213,18.592112159493006,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Scream VI,2023,2023-03-10,108391107.0,3676.0,Horror Mystery Thriller,,https://www.boxofficemojo.com/release/rl1714914049/?ref_=bo_yld_table_23,44447270.0,3675.0,35000000.0,R,122.0,Paramount Pictures,scream vi,scream_vi,20230308021544.0,,,,77.0,316.0,90.0,2023-03-10,3.0,4.0,2023.0,0,0,0,1,1,Paramount,4,0,0,0,0,0,0,0,0,1,0,0,0,1,Horror Mystery Thriller,1,17.370858648025116,,0.0,17.609814123213802,18.50125661408492,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
The Flash,2023,2023-06-16,108133313.0,4256.0,Action Adventure Fantasy Sci-Fi,,https://www.boxofficemojo.com/release/rl2225635841/?ref_=bo_yld_table_24,55043679.0,4234.0,,PG,144.0,Warner Bros.,the flash,the_flash_2023,,,,,63.0,388.0,81.0,2023-06-16,6.0,4.0,2023.0,0,1,0,0,0,WB,2,1,1,0,0,0,0,0,1,0,0,0,1,0,Action Adventure Fantasy Sci-Fi,0,0.0,,0.0,17.823637609819418,18.49887541274579,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
Trolls Band Together,2023,2023-11-17,103270155.0,3893.0,Adventure Animation Comedy Family Fantasy Musical,,https://www.boxofficemojo.com/release/rl577798913/?ref_=bo_yld_table_25,30002525.0,3870.0,,PG,91.0,Universal Pictures,trolls band together,trolls_band_together,20231116123755.0,,,,64.0,88.0,92.0,2023-11-17,11.0,4.0,2023.0,0,0,1,0,0,Universal,2,0,1,1,1,0,0,1,1,0,1,0,0,0,Adventure Animation Comedy Family Fantasy Musical,0,0.0,,0.0,17.216792136081807,18.45285898624972,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
M3GAN,2023,2023-01-06,95159005.0,3628.0,Horror Sci-Fi Thriller,,https://www.boxofficemojo.com/release/rl1110147841/?ref_=bo_yld_table_26,30429860.0,3509.0,,PG,102.0,Universal Pictures,m3gan,m3gan,,,,,93.0,318.0,78.0,2023-01-06,1.0,4.0,2023.0,0,0,0,0,0,Universal,2,0,0,0,0,0,0,0,0,1,0,0,1,1,Horror Sci-Fi Thriller,0,0.0,,0.0,17.230934954002056,18.37105979777911,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
Dungeons & Dragons: Honor Among Thieves,2023,2023-03-31,93549650.0,3856.0,Action Adventure Comedy Fantasy,,https://www.boxofficemojo.com/release/rl1879410177/?ref_=bo_yld_table_27,37205784.0,3855.0,,PG,134.0,Paramount Pictures,dungeons  dragons honor among thieves,dungeons_and_dragons_honor_among_thieves,20230330012848.0,,,,91.0,317.0,92.0,2023-03-31,3.0,4.0,2023.0,0,0,0,1,1,Paramount,2,1,1,0,1,0,0,0,1,0,0,0,0,0,Action Adventure Comedy Fantasy,0,0.0,,0.0,17.43197481790552,18.35400288005208,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
The Equalizer 3,2023,2023-09-01,92373751.0,3965.0,Action Crime Thriller,,https://www.boxofficemojo.com/release/rl1430029057/?ref_=bo_yld_table_28,34604229.0,3965.0,,R,109.0,Columbia Pictures,the equalizer 3,the_equalizer_3,20230830052438.0,,,,76.0,167.0,94.0,2023-09-01,9.0,4.0,2023.0,1,0,0,0,1,Sony,4,1,0,0,0,1,0,0,0,0,0,0,0,1,Action Crime Thriller,0,0.0,,0.0,17.35948648689076,18.341353426992526,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
The Nun II,2023,2023-09-08,86267073.0,3743.0,Horror Mystery Thriller,,https://www.boxofficemojo.com/release/rl1339523841/?ref_=bo_yld_table_29,32603336.0,3728.0,,R,110.0,Warner Bros.,the nun ii,the_nun_ii,20230907081300.0,,,,51.0,136.0,72.0,2023-09-08,9.0,4.0,2023.0,0,0,0,0,1,WB,4,0,0,0,0,0,0,0,0,1,0,0,0,1,Horror Mystery Thriller,0,0.0,,0.0,17.2999252030615,18.27295855370465,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
The Marvels,2023,2023-11-10,84500223.0,4030.0,Action Adventure Animation Sci-Fi,,https://www.boxofficemojo.com/release/rl247366145/?ref_=bo_yld_table_30,46110859.0,4030.0,,PG,105.0,Walt Disney Studios Motion Pictures,the marvels,the_marvels,20231109000744.0,,,,63.0,376.0,79.0,2023-11-10,11.0,4.0,2023.0,0,0,1,0,0,Disney,2,1,1,1,0,0,0,0,0,0,0,0,1,0,Action Adventure Animation Sci-Fi,0,0.0,,0.0,17.64655905506079,18.252264743211462,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
